Date of Sighting,Latitude of Sighting,Longitude of Sighting,Nearest Approximate City,US State,Notes about the sighting,Time of Day,Tag of Apparition,Image Link
11/5/2022,42.407446,-81.587387,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Dawn,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
10/1/2021,40.073395,-82.927778,Columbus,Ohio,Scent of old perfume noticed with no source.,Dawn,Orbs,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
1/7/2023,41.438809,-81.51532,Cleveland,Ohio,Glowing orb photographed in backyard.,Afternoon,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
2/15/2022,39.995819,-83.263632,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,White Lady,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
10/29/2020,39.827822,-83.215151,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Morning,Phantom Sounds,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
9/13/2024,40.201826,-83.103409,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Morning,Shadow Figure,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
2/2/2025,39.916624,-83.031834,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,White Lady,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_2.png
8/15/2021,41.487734,-81.610862,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,Phantom Sounds,
2/5/2024,39.759779,-82.891214,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Dawn,Poltergeist,
7/9/2024,39.969946,-83.193857,Columbus,Ohio,Witness captured blurry image on phone.,Evening,Poltergeist,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
9/25/2024,41.445485,-81.844019,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Morning,Orbs,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
4/25/2022,41.489333,-81.542919,Cleveland,Ohio,Figure disappeared upon approach.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
5/29/2022,40.014001,-83.070043,Columbus,Ohio,Witness reported cold spots and flickering lights.,Night,Full-Body Apparition,
12/23/2020,39.965019,-83.06082,Columbus,Ohio,Apparition matched description of local legend.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
4/19/2021,41.675335,-81.582554,Cleveland,Ohio,Scent of old perfume noticed with no source.,Night,Orbs,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
2/12/2021,39.88688,-82.816303,Columbus,Ohio,Figure disappeared upon approach.,Dawn,Poltergeist,
9/15/2025,41.057752,-81.395095,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Evening,Phantom Sounds,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
12/10/2024,40.032123,-83.27871,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Poltergeist,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
1/30/2025,39.967448,-83.224902,Columbus,Ohio,Glowing orb photographed in backyard.,Afternoon,White Lady,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_2.png
3/31/2021,41.118142,-81.45884,Cleveland,Ohio,Scent of old perfume noticed with no source.,Afternoon,Shadow Figure,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
4/7/2024,41.331291,-81.944615,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Morning,White Lady,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
1/19/2024,40.121313,-82.927328,Columbus,Ohio,Apparition matched description of local legend.,Night,Orbs,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
3/25/2023,39.861931,-82.991703,Columbus,Ohio,Disembodied voice whispered a name.,Morning,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
9/27/2024,40.154229,-83.205662,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Full-Body Apparition,
6/2/2023,40.082692,-83.160311,Columbus,Ohio,Local dog barking frantically before sighting.,Night,Shadow Figure,
4/23/2022,39.883052,-82.946649,Columbus,Ohio,Witness captured blurry image on phone.,Midnight,Full-Body Apparition,
3/9/2025,41.392017,-81.847024,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Dawn,White Lady,
12/5/2022,40.154782,-83.014822,Columbus,Ohio,Scent of old perfume noticed with no source.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_0.png
4/24/2022,41.636581,-81.94466,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,Phantom Sounds,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
11/1/2024,41.215008,-82.008838,Cleveland,Ohio,Glowing orb photographed in backyard.,Afternoon,Shadow Figure,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_0.png
4/3/2023,41.479058,-81.527063,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Dawn,Orbs,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_3.png
2/10/2022,41.006489,-81.633508,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Midnight,Headless Spirit,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_3.png
3/30/2022,39.920959,-83.092363,Columbus,Ohio,Apparition matched description of local legend.,Morning,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_3.png
11/28/2023,41.653262,-81.773824,Cleveland,Ohio,Apparition seen floating near old church grounds.,Evening,Full-Body Apparition,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_1.png
12/31/2023,41.440077,-81.908802,Cleveland,Ohio,Local dog barking frantically before sighting.,Morning,Phantom Sounds,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
10/3/2020,40.013093,-82.892041,Columbus,Ohio,Local dog barking frantically before sighting.,Midnight,White Lady,
1/24/2023,41.499296,-81.355287,Cleveland,Ohio,Curtains moved though windows were shut.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
8/11/2022,40.171698,-83.259896,Columbus,Ohio,Local dog barking frantically before sighting.,Evening,Phantom Sounds,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_1.png
1/20/2022,41.433741,-81.828616,Cleveland,Ohio,Curtains moved though windows were shut.,Evening,Full-Body Apparition,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_0.png
7/19/2023,39.962106,-83.130605,Columbus,Ohio,Witness reported cold spots and flickering lights.,Morning,Headless Spirit,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
3/22/2025,41.826091,-81.773287,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Dawn,White Lady,
6/17/2024,41.138256,-81.703245,Cleveland,Ohio,Scent of old perfume noticed with no source.,Morning,Poltergeist,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_1.png
11/1/2024,40.331457,-83.216245,Columbus,Ohio,Scent of old perfume noticed with no source.,Afternoon,White Lady,
5/11/2022,39.973573,-82.906173,Columbus,Ohio,Apparition seen floating near old church grounds.,Evening,Full-Body Apparition,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
3/20/2023,41.063023,-81.498364,Cleveland,Ohio,Apparition matched description of local legend.,Midnight,Phantom Sounds,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_2.png
7/30/2022,40.218329,-82.838287,Columbus,Ohio,Apparition matched description of local legend.,Midnight,Poltergeist,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
6/3/2025,40.10536,-83.267277,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Phantom Sounds,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
5/18/2025,39.87803,-83.07195,Columbus,Ohio,Local dog barking frantically before sighting.,Afternoon,Poltergeist,
1/24/2021,40.557394,-82.821037,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,Shadow Figure,
11/29/2022,41.268187,-81.621231,Cleveland,Ohio,Witness captured blurry image on phone.,Night,Shadow Figure,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
4/21/2024,41.262928,-81.592301,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Night,White Lady,
9/22/2023,41.536803,-81.614993,Cleveland,Ohio,Local dog barking frantically before sighting.,Night,Headless Spirit,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
11/29/2020,41.727447,-81.570672,Cleveland,Ohio,Apparition matched description of local legend.,Midnight,Phantom Sounds,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
8/13/2024,41.611318,-81.820346,Cleveland,Ohio,Local dog barking frantically before sighting.,Dawn,Poltergeist,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
6/5/2022,39.624908,-82.880987,Columbus,Ohio,Local dog barking frantically before sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
2/26/2025,39.85563,-83.378693,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Orbs,
11/26/2020,39.769481,-82.806745,Columbus,Ohio,Disembodied voice whispered a name.,Evening,Shadow Figure,
8/30/2023,41.499445,-81.520079,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,White Lady,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_2.png
4/15/2022,39.892285,-82.844098,Columbus,Ohio,Glowing orb photographed in backyard.,Afternoon,White Lady,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
4/14/2021,41.433739,-81.525643,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Night,Headless Spirit,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
2/19/2022,41.574759,-81.523202,Cleveland,Ohio,Old radio emitted static and a faint melody.,Midnight,Phantom Sounds,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
8/13/2025,41.271275,-81.840171,Cleveland,Ohio,Local dog barking frantically before sighting.,Dawn,Phantom Sounds,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
7/28/2023,40.018721,-82.9889,Columbus,Ohio,Old radio emitted static and a faint melody.,Evening,Shadow Figure,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_2.png
5/14/2022,41.600907,-81.416233,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Night,Orbs,
12/17/2020,40.105062,-83.007055,Columbus,Ohio,Apparition seen floating near old church grounds.,Evening,Headless Spirit,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_2.png
11/11/2021,40.140661,-82.920252,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Orbs,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
12/23/2020,40.048569,-82.744051,Columbus,Ohio,Disembodied voice whispered a name.,Afternoon,Shadow Figure,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
11/25/2022,41.491191,-81.649757,Cleveland,Ohio,Apparition seen floating near old church grounds.,Afternoon,Poltergeist,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_1.png
2/13/2022,39.759183,-82.717666,Columbus,Ohio,Witness captured blurry image on phone.,Afternoon,Shadow Figure,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
5/14/2023,40.357649,-82.280341,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Afternoon,Phantom Sounds,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_3.png
5/8/2022,41.330541,-81.681865,Cleveland,Ohio,Scent of old perfume noticed with no source.,Dawn,Headless Spirit,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
5/9/2025,41.167976,-81.644578,Cleveland,Ohio,Apparition matched description of local legend.,Morning,Full-Body Apparition,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
6/10/2023,40.21807,-82.717882,Columbus,Ohio,Old radio emitted static and a faint melody.,Night,Shadow Figure,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
9/29/2023,39.819227,-83.008261,Columbus,Ohio,Local dog barking frantically before sighting.,Morning,Shadow Figure,
6/19/2024,41.294755,-81.912802,Cleveland,Ohio,Scent of old perfume noticed with no source.,Evening,Phantom Sounds,
7/15/2023,40.096412,-83.273425,Columbus,Ohio,Apparition seen floating near old church grounds.,Dawn,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
1/7/2025,39.89538,-82.861046,Columbus,Ohio,Apparition seen floating near old church grounds.,Evening,Headless Spirit,
6/10/2022,41.450669,-81.548968,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,Orbs,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_0.png
1/29/2021,41.443677,-81.744352,Cleveland,Ohio,Figure disappeared upon approach.,Evening,Full-Body Apparition,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
8/21/2022,41.589934,-81.376288,Cleveland,Ohio,Apparition seen floating near old church grounds.,Afternoon,Phantom Sounds,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
7/19/2021,39.854683,-83.317723,Columbus,Ohio,Old radio emitted static and a faint melody.,Evening,Orbs,
10/18/2020,40.385156,-83.304036,Columbus,Ohio,Local dog barking frantically before sighting.,Midnight,Phantom Sounds,
5/27/2022,41.702097,-81.516155,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Evening,Shadow Figure,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_1.png
3/26/2021,41.423646,-81.927744,Cleveland,Ohio,Witness captured blurry image on phone.,Night,Orbs,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
2/27/2025,39.978497,-82.788437,Columbus,Ohio,Scent of old perfume noticed with no source.,Night,Poltergeist,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_0.png
1/7/2022,41.838987,-81.452697,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Evening,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
8/13/2023,41.510888,-81.517666,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Morning,Full-Body Apparition,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
1/23/2022,41.487383,-81.744068,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Shadow Figure,
2/12/2024,40.067324,-82.388712,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Evening,Phantom Sounds,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
2/9/2022,41.535163,-81.725426,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Evening,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
9/18/2021,39.886178,-82.794128,Columbus,Ohio,Apparition matched description of local legend.,Night,Phantom Sounds,
9/28/2024,40.024902,-82.999571,Columbus,Ohio,Apparition seen floating near old church grounds.,Dawn,White Lady,
7/5/2021,40.242963,-82.821192,Columbus,Ohio,Witness reported cold spots and flickering lights.,Midnight,Orbs,
5/9/2025,41.107021,-81.832192,Cleveland,Ohio,Apparition seen floating near old church grounds.,Dawn,Shadow Figure,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_1.png
2/9/2024,41.526169,-81.515796,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,White Lady,
9/22/2025,41.580348,-81.679938,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,White Lady,
7/4/2023,41.338431,-81.934501,Cleveland,Ohio,Local dog barking frantically before sighting.,Afternoon,White Lady,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
12/15/2022,41.509632,-81.596114,Cleveland,Ohio,Scent of old perfume noticed with no source.,Night,Orbs,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_1.png
8/15/2022,41.771892,-81.714144,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Afternoon,White Lady,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
6/2/2024,39.998345,-83.085643,Columbus,Ohio,Witness reported cold spots and flickering lights.,Evening,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
6/7/2022,39.758448,-83.117409,Columbus,Ohio,Disembodied voice whispered a name.,Afternoon,Phantom Sounds,
4/7/2022,41.638452,-81.685952,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Morning,Headless Spirit,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
11/26/2023,41.495459,-81.509421,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Night,Poltergeist,
3/1/2023,39.890701,-82.947928,Columbus,Ohio,Old radio emitted static and a faint melody.,Morning,Shadow Figure,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
5/9/2022,41.601601,-81.73526,Cleveland,Ohio,Scent of old perfume noticed with no source.,Dawn,Phantom Sounds,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_1.png
7/14/2022,39.442385,-82.575467,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,Headless Spirit,
9/3/2022,40.407365,-83.05423,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Morning,Full-Body Apparition,
1/1/2023,39.747705,-82.759486,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,Headless Spirit,
11/19/2022,39.824656,-83.242502,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Shadow Figure,
3/28/2023,39.862376,-83.217247,Columbus,Ohio,Figure disappeared upon approach.,Afternoon,White Lady,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
12/9/2021,41.674421,-81.595512,Cleveland,Ohio,Scent of old perfume noticed with no source.,Afternoon,Headless Spirit,
2/27/2025,41.611191,-82.087732,Cleveland,Ohio,Witness captured blurry image on phone.,Morning,Phantom Sounds,
9/20/2024,41.405117,-81.856925,Cleveland,Ohio,Glowing orb photographed in backyard.,Midnight,Shadow Figure,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
3/20/2025,41.667345,-82.120031,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Morning,Poltergeist,
2/10/2023,41.635759,-81.78994,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Dawn,Orbs,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
2/9/2021,40.212847,-82.910409,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Midnight,Headless Spirit,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
12/24/2022,40.895592,-81.965092,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Dawn,Headless Spirit,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
11/25/2020,39.897567,-82.97387,Columbus,Ohio,Old radio emitted static and a faint melody.,Night,Poltergeist,
5/14/2023,41.4638,-81.770248,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Orbs,
11/24/2020,41.28647,-81.951688,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Midnight,White Lady,
3/8/2024,41.22008,-82.134722,Cleveland,Ohio,Scent of old perfume noticed with no source.,Midnight,White Lady,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_2.png
9/19/2023,41.796445,-81.686869,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Morning,Orbs,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_2.png
3/28/2025,40.073048,-83.106047,Columbus,Ohio,Disembodied voice whispered a name.,Night,Phantom Sounds,
12/24/2020,41.638878,-81.302469,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Morning,Shadow Figure,
